Row, Timestamp, Series 5, Series 6, Series 7, Series 8
0   , 0.594, 0      , 0      , 0      , 0      
1   , 0.608, , , , 
2   , 0.629, , , , 
3   , 0.645, 0      , 0      , -100   , 0      
4   , 0.656, , , , 
5   , 0.668, , , , 
6   , 0.681, 0      , 0      , -100   , 0      
7   , 0.696, , , , 
8   , 0.707, , , , 
9   , 0.719, 0      , 0      , -100   , 0      
10  , 0.732, , , , 
11  , 0.745, , , , 
12  , 0.770, 0      , 0      , 100    , 0      
13  , 0.782, , , , 
14  , 0.795, , , , 
15  , 0.820, 0      , 0      , 100    , 0      
16  , 0.833, , , , 
17  , 0.847, , , , 
18  , 0.858, 0      , 0      , 100    , 0      
19  , 0.870, , , , 
20  , 0.882, , , , 
21  , 0.897, 0      , 0      , 100    , 0      
22  , 0.909, , , , 
23  , 0.921, , , , 
24  , 0.945, 0      , 0      , 100    , 0      
25  , 0.959, , , , 
26  , 0.981, , , , 
27  , 0.997, 0      , 0      , 100    , 0      
28  , 1.009, , , , 
29  , 1.019, , , , 
30  , 1.031, 0      , 0      , 100    , 0      
31  , 1.044, , , , 
32  , 1.056, , , , 
33  , 1.071, 0      , 0      , 100    , 0      
34  , 1.082, , , , 
35  , 1.095, , , , 
36  , 1.109, 0      , 0      , 100    , 0      
37  , 1.130, , , , 
38  , 1.145, , , , 
39  , 1.156, 0      , 0      , 100    , 0      
40  , 1.167, , , , 
41  , 1.179, , , , 
42  , 1.196, 0      , 0      , 100    , 0      
43  , 1.207, , , , 
44  , 1.220, , , , 
45  , 1.244, 0      , 0      , 100    , 0      
46  , 1.255, , , , 
47  , 1.270, , , , 
48  , 1.281, 0      , 0      , 100    , 0      
49  , 1.294, , , , 
50  , 1.306, , , , 
51  , 1.321, 0      , 0      , 100    , 0      
52  , 1.332, , , , 
53  , 1.344, , , , 
54  , 1.369, 0      , 0      , 100    , 0      
55  , 1.380, , , , 
56  , 1.395, , , , 
57  , 1.406, 0      , 0      , 100    , 0      
58  , 1.418, , , , 
59  , 1.430, , , , 
60  , 1.446, 0      , 0      , 100    , 0      
61  , 1.459, , , , 
62  , 1.471, , , , 
63  , 1.485, 0      , 0      , 100    , 0      
64  , 1.506, , , , 
65  , 1.521, , , , 
66  , 1.535, 0      , 0      , 100    , 0      
67  , 1.546, , , , 
68  , 1.557, , , , 
69  , 1.570, 0      , 0      , 100    , 0      
70  , 1.582, , , , 
71  , 1.597, , , , 
72  , 1.622, 0      , 0      , 100    , 0      
73  , 1.634, , , , 
74  , 1.645, , , , 
75  , 1.656, 0      , 0      , 100    , 0      
76  , 1.668, , , , 
77  , 1.680, , , , 
78  , 1.695, 0      , 0      , 100    , 0      
79  , 1.706, , , , 
80  , 1.718, , , , 
81  , 1.731, 0      , 0      , 100    , 0      
82  , 1.746, , , , 
83  , 1.757, , , , 
84  , 1.769, 0      , 0      , 100    , 0      
85  , 1.795, , , , 
86  , 1.806, , , , 
87  , 1.821, 0      , 0      , 100    , 0      
88  , 1.832, , , , 
89  , 1.845, , , , 
90  , 1.860, 0      , 0      , 100    , 0      
91  , 1.880, , , , 
92  , 1.896, , , , 
93  , 1.919, 0      , 0      , 100    , 0      
94  , 1.935, , , , 
95  , 1.955, , , , 
96  , 1.971, 0      , 0      , 100    , 0      
97  , 1.995, , , , 
98  , 2.009, , , , 
99  , 2.031, 0      , 0      , 100    , 0      
100 , 2.046, , , , 
101 , 2.057, , , , 
102 , 2.070, 0      , 0      , 100    , 0      
103 , 2.085, , , , 
104 , 2.106, , , , 
105 , 2.121, 0      , 0      , 100    , 0      
106 , 2.132, , , , 
107 , 2.144, , , , 
108 , 2.159, 0      , 0      , 100    , 0      
109 , 2.178, , , , 
110 , 2.195, , , , 
111 , 2.206, 0      , 0      , 100    , 0      
112 , 2.219, , , , 
113 , 2.231, , , , 
114 , 2.245, 0      , 0      , 100    , 0      
115 , 2.259, , , , 
116 , 2.270, , , , 
117 , 2.294, 0      , 0      , 100    , 0      
118 , 2.306, , , , 
119 , 2.322, , , , 
120 , 2.334, 0      , 0      , 100    , 0      
121 , 2.346, , , , 
122 , 2.368, , , , 
123 , 2.380, 0      , 0      , 100    , 0      
124 , 2.396, , , , 
125 , 2.418, , , , 
126 , 2.436, 0      , 0      , 100    , 0      
127 , 2.455, , , , 
128 , 2.471, , , , 
129 , 2.495, 0      , 0      , 100    , 0      
130 , 2.510, , , , 
131 , 2.530, , , , 
132 , 2.546, 0      , 0      , 100    , 0      
133 , 2.557, , , , 
134 , 2.570, , , , 
135 , 2.585, 0      , 0      , 100    , 0      
136 , 2.606, , , , 
137 , 2.621, , , , 
138 , 2.644, 0      , 0      , 100    , 0      
139 , 2.659, , , , 
140 , 2.679, , , , 
141 , 2.695, 0      , 0      , 100    , 0      
142 , 2.706, , , , 
143 , 2.719, , , , 
144 , 2.731, 0      , 0      , 100    , 0      
145 , 2.745, , , , 
146 , 2.757, , , , 
147 , 2.770, 0      , 0      , 100    , 0      
148 , 2.781, , , , 
149 , 2.792, , , , 
150 , 2.804, 0      , 0      , 100    , 0      
151 , 2.820, , , , 
152 , 2.831, , , , 
153 , 2.845, 0      , 0      , 100    , 0      
154 , 2.857, , , , 
155 , 2.872, , , , 
156 , 2.884, 0      , 0      , 100    , 0      
157 , 2.895, , , , 
158 , 2.918, , , , 
159 , 2.930, 0      , 0      , 100    , 0      
160 , 2.947, , , , 
161 , 2.959, , , , 
162 , 2.981, 0      , 0      , 100    , 0      
163 , 2.996, , , , 
164 , 3.009, , , , 
165 , 3.021, 0      , 0      , 100    , 0      
166 , 3.032, , , , 
167 , 3.045, , , , 
168 , 3.059, 0      , 0      , 100    , 0      
169 , 3.080, , , , 
170 , 3.095, , , , 
171 , 3.106, 0      , 0      , 100    , 0      
172 , 3.120, , , , 
173 , 3.134, , , , 
174 , 3.155, 0      , 0      , 100    , 0      
175 , 3.171, , , , 
176 , 3.195, , , , 
177 , 3.209, 0      , 0      , 100    , 0      
178 , 3.229, , , , 
179 , 3.245, , , , 
180 , 3.269, 0      , 0      , 100    , 0      
181 , 3.281, , , , 
182 , 3.294, , , , 
183 , 3.309, 0      , 0      , 100    , 0      
184 , 3.320, , , , 
185 , 3.331, , , , 
186 , 3.344, 0      , 0      , 100    , 0      
187 , 3.369, , , , 
188 , 3.382, , , , 
189 , 3.395, 0      , 0      , 100    , 0      
190 , 3.406, , , , 
191 , 3.419, , , , 
192 , 3.431, 0      , 0      , 100    , 0      
193 , 3.446, , , , 
194 , 3.457, , , , 
195 , 3.469, 0      , 0      , 100    , 0      
196 , 3.483, , , , 
197 , 3.503, , , , 
198 , 3.520, 0      , 0      , 100    , 0      
199 , 3.544, , , , 
200 , 3.568, , , , 
201 , 3.594, 0      , 0      , 100    , 0      
202 , 3.618, , , , 
203 , 3.644, , , , 
204 , 3.655, 0      , 0      , 100    , 0      
205 , 3.671, , , , 
206 , 3.683, , , , 
207 , 3.695, 0      , 0      , 100    , 0      
208 , 3.718, , , , 
209 , 3.730, , , , 
210 , 3.746, 0      , 0      , 100    , 0      
211 , 3.758, , , , 
212 , 3.769, , , , 
213 , 3.783, 0      , 0      , 100    , 0      
214 , 3.804, , , , 
215 , 3.819, , , , 
216 , 3.830, 0      , 0      , 100    , 0      
217 , 3.845, , , , 
218 , 3.857, , , , 
219 , 3.871, 0      , 0      , 100    , 0      
220 , 3.883, , , , 
221 , 3.894, , , , 
222 , 3.908, 0      , 0      , 100    , 0      
223 , 3.930, , , , 
224 , 3.945, , , , 
225 , 3.968, 0      , 0      , 100    , 0      
226 , 3.983, , , , 
227 , 4.001, , , , 
228 , 4.020, 0      , 0      , 100    , 0      
229 , 4.042, , , , 
230 , 4.055, , , , 
231 , 4.070, 0      , 0      , 100    , 0      
232 , 4.082, , , , 
233 , 4.095, , , , 
234 , 4.119, 0      , 0      , 100    , 0      
235 , 4.143, , , , 
236 , 4.156, , , , 
237 , 4.169, 0      , 0      , 100    , 0      
238 , 4.181, , , , 
239 , 4.194, , , , 
240 , 4.220, 0      , 0      , 100    , 0      
241 , 4.231, , , , 
242 , 4.246, , , , 
243 , 4.258, 0      , 0      , 100    , 0      
244 , 4.270, , , , 
245 , 4.284, , , , 
246 , 4.305, 0      , 0      , 100    , 0      
247 , 4.320, , , , 
248 , 4.331, , , , 
249 , 4.344, 0      , 0      , 100    , 0      
250 , 4.358, , , , 
251 , 4.379, , , , 
252 , 4.394, 0      , 0      , 100    , 0      
253 , 4.405, , , , 
254 , 4.417, , , , 
255 , 4.429, 0      , 0      , 100    , 0      
256 , 4.443, , , , 
257 , 4.454, , , , 
258 , 4.468, 0      , 0      , 100    , 0      
259 , 4.479, , , , 
260 , 4.495, , , , 
261 , 4.518, 0      , 0      , 100    , 0      
262 , 4.533, , , , 
263 , 4.554, , , , 
264 , 4.570, 0      , 0      , 100    , 0      
265 , 4.593, , , , 
266 , 4.619, , , , 
267 , 4.644, 0      , 0      , 100    , 0      
268 , 4.668, , , , 
269 , 4.694, , , , 
270 , 4.718, 0      , 0      , 100    , 0      
271 , 4.744, , , , 
272 , 4.758, , , , 
273 , 4.778, 0      , 0      , 100    , 0      
274 , 4.795, , , , 
275 , 4.818, , , , 
276 , 4.830, 0      , 0      , 100    , 0      
277 , 4.844, , , , 
278 , 4.855, , , , 
279 , 4.870, 0      , 0      , 100    , 0      
280 , 4.892, , , , 
281 , 4.905, , , , 
282 , 4.919, 0      , 0      , 100    , 0      
283 , 4.930, , , , 
284 , 4.945, , , , 
285 , 4.968, 0      , 0      , 100    , 0      
286 , 4.983, , , , 
287 , 5.001, , , , 
288 , 5.019, 0      , 0      , 100    , 0      
289 , 5.030, , , , 
290 , 5.042, , , , 
291 , 5.054, 0      , 0      , 100    , 0      
292 , 5.070, , , , 
293 , 5.083, , , , 
294 , 5.094, 0      , 0      , 100    , 0      
295 , 5.108, , , , 
296 , 5.129, , , , 
297 , 5.145, 0      , 0      , 100    , 0      
298 , 5.168, , , , 
299 , 5.180, , , , 
300 , 5.194, 0      , 0      , 100    , 0      
301 , 5.206, , , , 
302 , 5.220, , , , 
303 , 5.242, 0      , 0      , 100    , 0      
304 , 5.255, , , , 
305 , 5.270, , , , 
306 , 5.284, 0      , 0      , 100    , 0      
307 , 5.295, , , , 
308 , 5.308, , , , 
309 , 5.330, 0      , 0      , 100    , 0      
310 , 5.345, , , , 
311 , 5.371, , , , 
312 , 5.385, 0      , 0      , 100    , 0      
313 , 5.396, , , , 
314 , 5.409, , , , 
315 , 5.441, 0      , 0      , 100    , 0      
316 , 5.454, , , , 
317 , 5.470, , , , 
318 , 5.483, 0      , 0      , 100    , 0      
319 , 5.505, , , , 
320 , 5.519, , , , 
321 , 5.533, 0      , 0      , 100    , 0      
322 , 5.544, , , , 
323 , 5.555, , , , 
324 , 5.567, 0      , 0      , 100    , 0      
325 , 5.579, , , , 
326 , 5.595, , , , 
327 , 5.606, 0      , 0      , 100    , 0      
328 , 5.617, , , , 
329 , 5.630, , , , 
330 , 5.645, 0      , 0      , 100    , 0      
331 , 5.656, , , , 
332 , 5.668, , , , 
333 , 5.684, 0      , 0      , 100    , 0      
334 , 5.704, , , , 
335 , 5.721, , , , 
336 , 5.733, 0      , 0      , 100    , 0      
337 , 5.744, , , , 
338 , 5.767, , , , 
339 , 5.780, 0      , 0      , 100    , 0      
340 , 5.796, , , , 
341 , 5.810, , , , 
342 , 5.835, 0      , 0      , 100    , 0      
343 , 5.856, , , , 
344 , 5.871, , , , 
345 , 5.883, 0      , 0      , 100    , 0      
346 , 5.894, , , , 
347 , 5.917, , , , 
348 , 5.930, 0      , 0      , 100    , 0      
349 , 5.945, , , , 
350 , 5.956, , , , 
351 , 5.969, 0      , 0      , 100    , 0      
352 , 5.984, , , , 
353 , 6.001, , , , 
354 , 6.020, 0      , 0      , 100    , 0      
355 , 6.031, , , , 
356 , 6.044, , , , 
357 , 6.058, 0      , 0      , 100    , 0      
358 , 6.078, , , , 
359 , 6.094, , , , 
360 , 6.105, 0      , 0      , 100    , 0      
361 , 6.118, , , , 
362 , 6.130, , , , 
363 , 6.146, 0      , 0      , 100    , 0      
364 , 6.159, , , , 
365 , 6.179, , , , 
366 , 6.192, 0      , 0      , 100    , 0      
367 , 6.205, , , , 
368 , 6.220, , , , 
369 , 6.242, 0      , 0      , 100    , 0      
370 , 6.269, , , , 
371 , 6.280, , , , 
372 , 6.295, 0      , 0      , 100    , 0      
373 , 6.306, , , , 
374 , 6.318, , , , 
375 , 6.343, 0      , 0      , 100    , 0      
376 , 6.354, , , , 
377 , 6.368, , , , 
378 , 6.380, 0      , 0      , 100    , 0      
379 , 6.392, , , , 
380 , 6.404, , , , 
381 , 6.421, 0      , 0      , 100    , 0      
382 , 6.433, , , , 
383 , 6.455, , , , 
384 , 6.470, 0      , 0      , 100    , 0      
385 , 6.495, , , , 
386 , 6.506, , , , 
387 , 6.519, 0      , 0      , 100    , 0      
388 , 6.530, , , , 
389 , 6.542, , , , 
390 , 6.555, 0      , 0      , 100    , 0      
391 , 6.570, , , , 
392 , 6.581, , , , 
393 , 6.593, 0      , 0      , 100    , 0      
394 , 6.608, , , , 
395 , 6.627, , , , 
396 , 6.643, 0      , 0      , 100    , 0      
397 , 6.655, , , , 
398 , 6.667, , , , 
399 , 6.679, 0      , 0      , 100    , 0      
400 , 6.694, , , , 
401 , 6.705, , , , 
402 , 6.717, 0      , 0      , 100    , 0      
403 , 6.729, , , , 
404 , 6.744, , , , 
405 , 6.755, 0      , 0      , 100    , 0      
406 , 6.768, , , , 
407 , 6.780, , , , 
408 , 6.795, 0      , 0      , 100    , 0      
409 , 6.806, , , , 
410 , 6.818, , , , 
411 , 6.834, 0      , 0      , 100    , 0      
412 , 6.853, , , , 
413 , 6.869, , , , 
414 , 6.880, 0      , 0      , 100    , 0      
415 , 6.891, , , , 
416 , 6.903, , , , 
417 , 6.920, 0      , 0      , 100    , 0      
418 , 6.943, , , , 
419 , 6.955, , , , 
420 , 6.970, 0      , 0      , 100    , 0      
421 , 6.981, , , , 
422 , 6.996, , , , 
423 , 7.008, 0      , 0      , 100    , 0      
424 , 7.019, , , , 
425 , 7.032, , , , 
426 , 7.054, 0      , 0      , 100    , 0      
427 , 7.071, , , , 
428 , 7.083, , , , 
429 , 7.094, 0      , 0      , 100    , 0      
430 , 7.118, , , , 
431 , 7.130, , , , 
432 , 7.146, 0      , 0      , 100    , 0      
433 , 7.158, , , , 
434 , 7.169, , , , 
435 , 7.180, 0      , 0      , 100    , 0      
436 , 7.205, , , , 
437 , 7.222, , , , 
438 , 7.243, 0      , 0      , 100    , 0      
439 , 7.269, , , , 
440 , 7.293, , , , 
441 , 7.304, 0      , 0      , 100    , 0      
442 , 7.320, , , , 
443 , 7.333, , , , 
444 , 7.355, 0      , 0      , 100    , 0      
445 , 7.370, , , , 
446 , 7.396, , , , 
447 , 7.408, 0      , 0      , 100    , 0      
448 , 7.419, , , , 
449 , 7.430, , , , 
450 , 7.443, 0      , 0      , 100    , 0      
451 , 7.455, , , , 
452 , 7.470, , , , 
453 , 7.495, 0      , 0      , 100    , 0      
454 , 7.509, , , , 
455 , 7.531, , , , 
456 , 7.543, 0      , 0      , 100    , 0      
457 , 7.554, , , , 
458 , 7.570, , , , 
459 , 7.595, 0      , 0      , 100    , 0      
460 , 7.608, , , , 
461 , 7.628, , , , 
462 , 7.644, 0      , 0      , 100    , 0      
463 , 7.655, , , , 
464 , 7.667, , , , 
465 , 7.680, 0      , 0      , 100    , 0      
466 , 7.695, , , , 
467 , 7.706, , , , 
468 , 7.718, 0      , 0      , 100    , 0      
469 , 7.733, , , , 
470 , 7.754, , , , 
471 , 7.769, 0      , 0      , 100    , 0      
472 , 7.780, , , , 
473 , 7.792, , , , 
474 , 7.804, 0      , 0      , 100    , 0      
475 , 7.821, , , , 
476 , 7.835, , , , 
477 , 7.856, 0      , 0      , 100    , 0      
478 , 7.869, , , , 
479 , 7.883, , , , 
480 , 7.905, 0      , 0      , 100    , 0      
481 , 7.920, , , , 
482 , 7.931, , , , 
483 , 7.945, 0      , 0      , 100    , 0      
484 , 7.959, , , , 
485 , 7.980, , , , 
486 , 7.995, 0      , 0      , 100    , 0      
487 , 8.008, , , , 
488 , 8.019, , , , 
489 , 8.044, 0      , 0      , 100    , 0      
490 , 8.070, , , , 
491 , 8.081, , , , 
492 , 8.096, 0      , 0      , 100    , 0      
493 , 8.108, , , , 
494 , 8.119, , , , 
495 , 8.134, 0      , 0      , 100    , 0      
496 , 8.155, , , , 
497 , 8.170, , , , 
498 , 8.194, 0      , 0      , 100    , 0      
499 , 8.209, , , , 
500 , 8.230, , , , 
501 , 8.245, 0      , 0      , 100    , 0      
502 , 8.256, , , , 
503 , 8.270, , , , 
504 , 8.294, 0      , 0      , 100    , 0      
505 , 8.308, , , , 
506 , 8.329, , , , 
507 , 8.346, 0      , 0      , 100    , 0      
508 , 8.358, , , , 
509 , 8.369, , , , 
510 , 8.384, 0      , 0      , 100    , 0      
511 , 8.405, , , , 
512 , 8.420, , , , 
513 , 8.444, 0      , 0      , 100    , 0      
514 , 8.458, , , , 
515 , 8.479, , , , 
516 , 8.495, 0      , 0      , 100    , 0      
517 , 8.508, , , , 
518 , 8.530, , , , 
519 , 8.545, 0      , 0      , 100    , 0      
520 , 8.572, , , , 
521 , 8.585, , , , 
522 , 8.605, 0      , 0      , 100    , 0      
523 , 8.618, , , , 
524 , 8.643, , , , 
525 , 8.654, 0      , 0      , 100    , 0      
526 , 8.670, , , , 
527 , 8.695, , , , 
528 , 8.708, 0      , 0      , 100    , 0      
529 , 8.729, , , , 
530 , 8.745, , , , 
531 , 8.758, 0      , 0      , 100    , 0      
532 , 8.780, , , , 
533 , 8.795, , , , 
534 , 8.820, 0      , 0      , 100    , 0      
535 , 8.833, , , , 
536 , 8.846, , , , 
537 , 8.868, 0      , 0      , 100    , 0      
538 , 8.883, , , , 
539 , 8.904, , , , 
540 , 8.919, 0      , 0      , 100    , 0      
541 , 8.942, , , , 
542 , 8.968, , , , 
543 , 8.979, 0      , 0      , 100    , 0      
544 , 8.995, , , , 
545 , 9.009, , , , 
546 , 9.033, 0      , 0      , 100    , 0      
547 , 9.053, , , , 
548 , 9.069, , , , 
549 , 9.094, 0      , 0      , 100    , 0      
550 , 9.118, , , , 
551 , 9.129, , , , 
552 , 9.145, 0      , 0      , 100    , 0      
553 , 9.158, , , , 
554 , 9.180, , , , 
555 , 9.195, 0      , 0      , 100    , 0      
556 , 9.221, , , , 
557 , 9.235, , , , 
558 , 9.246, 0      , 0      , 100    , 0      
559 , 9.259, , , , 
560 , 9.283, , , , 
561 , 9.304, 0      , 0      , 100    , 0      
562 , 9.320, , , , 
563 , 9.345, , , , 
564 , 9.358, 0      , 0      , 100    , 0      
565 , 9.379, , , , 
566 , 9.395, , , , 
567 , 9.419, 0      , 0      , 100    , 0      
568 , 9.444, , , , 
569 , 9.455, , , , 
570 , 9.470, 0      , 0      , 100    , 0      
571 , 9.481, , , , 
572 , 9.494, , , , 
573 , 9.509, 0      , 0      , 100    , 0      
574 , 9.530, , , , 
575 , 9.545, , , , 
576 , 9.558, 0      , 0      , 100    , 0      
577 , 9.581, , , , 
578 , 9.592, , , , 
579 , 9.605, 0      , 0      , 100    , 0      
580 , 9.620, , , , 
581 , 9.631, , , , 
582 , 9.645, 0      , 0      , 100    , 0      
583 , 9.658, , , , 
584 , 9.679, , , , 
585 , 9.694, 0      , 0      , 100    , 0      
586 , 9.705, , , , 
587 , 9.718, , , , 
588 , 9.730, 0      , 0      , 100    , 0      
589 , 9.746, , , , 
590 , 9.758, , , , 
591 , 9.769, 0      , 0      , 100    , 0      
592 , 9.780, , , , 
593 , 9.794, , , , 
594 , 9.820, 0      , 0      , 100    , 0      
595 , 9.833, , , , 
596 , 9.845, , , , 
597 , 9.861, 0      , 0      , 100    , 0      
598 , 9.884, , , , 
599 , 9.895, , , , 
600 , 9.908, 0      , 0      , 100    , 0      
601 , 9.929, , , , 
602 , 9.945, , , , 
603 , 9.969, 0      , 0      , 100    , 0      
604 , 9.994, , , , 
605 , 10.008, , , , 
606 , 10.021, 0      , 0      , 100    , 0      
607 , 10.033, , , , 
608 , 10.044, , , , 
609 , 10.068, 0      , 0      , 100    , 0      
610 , 10.080, , , , 
611 , 10.096, , , , 
612 , 10.109, 0      , 0      , 100    , 0      
613 , 10.130, , , , 
614 , 10.144, , , , 
615 , 10.159, 0      , 0      , 100    , 0      
616 , 10.180, , , , 
617 , 10.196, , , , 
618 , 10.208, 0      , 0      , 100    , 0      
619 , 10.220, , , , 
620 , 10.233, , , , 
621 , 10.254, 0      , 0      , 100    , 0      
622 , 10.271, , , , 
623 , 10.283, , , , 
624 , 10.297, 0      , 0      , 100    , 0      
625 , 10.318, , , , 
626 , 10.330, , , , 
627 , 10.342, 0      , 0      , 100    , 0      
628 , 10.355, , , , 
629 , 10.371, , , , 
630 , 10.383, 0      , 0      , 100    , 0      
631 , 10.395, , , , 
632 , 10.409, , , , 
633 , 10.430, 0      , 0      , 100    , 0      
634 , 10.446, , , , 
635 , 10.458, , , , 
636 , 10.472, 0      , 0      , 100    , 0      
637 , 10.485, , , , 
638 , 10.496, , , , 
639 , 10.509, 0      , 0      , 100    , 0      
640 , 10.531, , , , 
641 , 10.543, , , , 
642 , 10.554, 0      , 0      , 100    , 0      
643 , 10.570, , , , 
644 , 10.594, , , , 
645 , 10.618, 0      , 0      , 100    , 0      
646 , 10.629, , , , 
647 , 10.647, , , , 
648 , 10.658, 0      , 0      , 100    , 0      
649 , 10.680, , , , 
650 , 10.692, , , , 
651 , 10.704, 0      , 0      , 100    , 0      
652 , 10.719, , , , 
653 , 10.730, , , , 
654 , 10.744, 0      , 0      , 100    , 0      
655 , 10.768, , , , 
656 , 10.779, , , , 
657 , 10.795, 0      , 0      , 100    , 0      
658 , 10.808, , , , 
659 , 10.830, , , , 
660 , 10.845, 0      , 0      , 100    , 0      
661 , 10.856, , , , 
662 , 10.873, , , , 
663 , 10.884, 0      , 0      , 100    , 0      
664 , 10.896, , , , 
665 , 10.909, , , , 
666 , 10.942, 0      , 0      , 100    , 0      
667 , 10.955, , , , 
668 , 10.971, , , , 
669 , 10.983, 0      , 0      , 100    , 0      
670 , 10.994, , , , 
671 , 11.008, , , , 
672 , 11.029, 0      , 0      , 100    , 0      
673 , 11.046, , , , 
674 , 11.058, , , , 
675 , 11.070, 0      , 0      , 100    , 0      
676 , 11.093, , , , 
677 , 11.105, , , , 
678 , 11.120, 0      , 0      , 100    , 0      
679 , 11.133, , , , 
680 , 11.145, , , , 
681 , 11.158, 0      , 0      , 100    , 0      
682 , 11.179, , , , 
683 , 11.196, , , , 
684 , 11.208, 0      , 0      , 100    , 0      
685 , 11.220, , , , 
686 , 11.233, , , , 
687 , 11.254, 0      , 0      , 100    , 0      
688 , 11.271, , , , 
689 , 11.283, , , , 
690 , 11.295, 0      , 0      , 100    , 0      
691 , 11.318, , , , 
692 , 11.330, , , , 
693 , 11.345, 0      , 0      , 100    , 0      
694 , 11.370, , , , 
695 , 11.393, , , , 
696 , 11.405, 0      , 0      , 100    , 0      
697 , 11.421, , , , 
698 , 11.433, , , , 
699 , 11.445, 0      , 0      , 100    , 0      
700 , 11.469, , , , 
701 , 11.494, , , , 
702 , 11.505, 0      , 0      , 100    , 0      
703 , 11.520, , , , 
704 , 11.531, , , , 
705 , 11.544, 0      , 0      , 100    , 0      
706 , 11.559, , , , 
707 , 11.580, , , , 
708 , 11.595, 0      , 0      , 100    , 0      
709 , 11.606, , , , 
710 , 11.621, , , , 
711 , 11.635, 0      , 0      , 100    , 0      
712 , 11.658, , , , 
713 , 11.679, , , , 
714 , 11.695, 0      , 0      , 100    , 0      
715 , 11.718, , , , 
716 , 11.733, , , , 
717 , 11.754, 0      , 0      , 100    , 0      
718 , 11.769, , , , 
719 , 11.783, , , , 
720 , 11.808, 0      , 0      , 100    , 0      
721 , 11.828, , , , 
722 , 11.845, , , , 
723 , 11.868, 0      , 0      , 100    , 0      
724 , 11.883, , , , 
725 , 11.904, , , , 
726 , 11.919, 0      , 0      , 100    , 0      
727 , 11.931, , , , 
728 , 11.945, , , , 
729 , 11.959, 0      , 0      , 100    , 0      
730 , 11.980, , , , 
731 , 11.995, , , , 
732 , 12.009, 0      , 0      , 100    , 0      
733 , 12.044, , , , 
734 , 12.056, , , , 
735 , 12.070, 0      , 0      , 100    , 0      
736 , 12.094, , , , 
737 , 12.108, , , , 
738 , 12.129, 0      , 0      , 100    , 0      
739 , 12.146, , , , 
740 , 12.158, , , , 
741 , 12.171, 0      , 0      , 100    , 0      
742 , 12.183, , , , 
743 , 12.205, , , , 
744 , 12.220, 0      , 0      , 100    , 0      
745 , 12.246, , , , 
746 , 12.258, , , , 
747 , 12.271, 0      , 0      , 100    , 0      
748 , 12.283, , , , 
749 , 12.294, , , , 
750 , 12.308, 0      , 0      , 100    , 0      
751 , 12.328, , , , 
752 , 12.344, , , , 
753 , 12.369, 0      , 0      , 100    , 0      
754 , 12.383, , , , 
755 , 12.403, , , , 
756 , 12.419, 0      , 0      , 100    , 0      
757 , 12.430, , , , 
758 , 12.445, , , , 
759 , 12.457, 0      , 0      , 100    , 0      
760 , 12.471, , , , 
761 , 12.483, , , , 
762 , 12.494, 0      , 0      , 100    , 0      
763 , 12.505, , , , 
764 , 12.518, , , , 
765 , 12.530, 0      , 0      , 100    , 0      
766 , 12.547, , , , 
767 , 12.568, , , , 
768 , 12.586, 0      , 0      , 100    , 0      
769 , 12.607, , , , 
770 , 12.628, , , , 
771 , 12.644, 0      , 0      , 100    , 0      
772 , 12.669, , , , 
773 , 12.683, , , , 
774 , 12.704, 0      , 0      , 100    , 0      
775 , 12.720, , , , 
776 , 12.745, , , , 
777 , 12.758, 0      , 0      , 100    , 0      
778 , 12.779, , , , 
779 , 12.795, , , , 
780 , 12.819, 0      , 0      , 100    , 0      
781 , 12.844, , , , 
782 , 12.855, , , , 
783 , 12.870, 0      , 0      , 100    , 0      
784 , 12.881, , , , 
785 , 12.895, , , , 
786 , 12.908, 0      , 0      , 100    , 0      
787 , 12.929, , , , 
788 , 12.945, , , , 
789 , 12.969, 0      , 0      , 100    , 0      
790 , 12.983, , , , 
791 , 13.000, , , , 
792 , 13.019, 0      , 0      , 100    , 0      
793 , 13.030, , , , 
794 , 13.044, , , , 
795 , 13.068, 0      , 0      , 100    , 0      
796 , 13.079, , , , 
797 , 13.095, , , , 
798 , 13.118, 0      , 0      , 100    , 0      
799 , 13.144, , , , 
800 , 13.156, , , , 
801 , 13.170, 0      , 0      , 100    , 0      
802 , 13.194, , , , 
803 , 13.219, , , , 
804 , 13.230, 0      , 0      , 100    , 0      
805 , 13.245, , , , 
806 , 13.256, , , , 
807 , 13.270, 0      , 0      , 100    , 0      
808 , 13.284, , , , 
809 , 13.305, , , , 
810 , 13.320, 0      , 0      , 100    , 0      
811 , 13.331, , , , 
812 , 13.346, , , , 
813 , 13.359, 0      , 0      , 100    , 0      
814 , 13.370, , , , 
815 , 13.394, , , , 
816 , 13.419, 0      , 0      , 100    , 0      
817 , 13.431, , , , 
818 , 13.446, , , , 
819 , 13.458, 0      , 0      , 100    , 0      
820 , 13.480, , , , 
821 , 13.492, , , , 
822 , 13.504, 0      , 0      , 100    , 0      
823 , 13.518, , , , 
824 , 13.530, , , , 
825 , 13.542, 0      , 0      , 100    , 0      
826 , 13.555, , , , 
827 , 13.570, , , , 
828 , 13.594, 0      , 0      , 100    , 0      
829 , 13.608, , , , 
830 , 13.629, , , , 
831 , 13.647, 0      , 0      , 100    , 0      
832 , 13.668, , , , 
833 , 13.680, , , , 
834 , 13.693, 0      , 0      , 100    , 0      
835 , 13.705, , , , 
836 , 13.721, , , , 
