31  , 269408 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
32  , 269418 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
33  , 269428 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
34  , 269438 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
35  , 269448 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
36  , 269458 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
37  , 269468 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
38  , 269478 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
39  , 269488 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
40  , 269498 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
41  , 269508 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
42  , 269518 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
43  , 269528 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
44  , 269538 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
45  , 269548 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
46  , 269558 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
47  , 269568 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
48  , 269578 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
49  , 269588 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
50  , 269598 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
51  , 269608 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
52  , 269618 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
53  , 269628 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
54  , 269638 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
55  , 269648 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
56  , 269658 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
57  , 269668 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
58  , 269678 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
59  , 269688 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
60  , 269698 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
61  , 269708 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
62  , 269718 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
63  , 269728 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
64  , 269738 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
65  , 269748 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
66  , 269758 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
67  , 269768 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
68  , 269781 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
69  , 269792 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
70  , 269802 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
71  , 269812 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
72  , 269822 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
73  , 269832 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
74  , 269842 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
75  , 269852 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
76  , 269862 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
77  , 269872 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
78  , 269882 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
79  , 269892 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
80  , 269902 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
81  , 269912 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
82  , 269922 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
83  , 269932 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
84  , 269943 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
85  , 269953 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
86  , 269963 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
87  , 269973 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
88  , 269983 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
89  , 269993 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
90  , 270003 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
91  , 270013 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
92  , 270023 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
93  , 270033 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
94  , 270043 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
95  , 270053 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
96  , 270063 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
97  , 270073 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
98  , 270083 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
99  , 270093 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
100 , 270103 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
101 , 270113 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
102 , 270123 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
103 , 270133 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
104 , 270143 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
105 , 270153 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
106 , 270163 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
107 , 270173 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
108 , 270183 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
109 , 270193 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
110 , 270203 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
111 , 270213 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
112 , 270223 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
113 , 270233 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
114 , 270243 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
115 , 270253 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
116 , 270263 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
117 , 270273 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
118 , 270283 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
119 , 270293 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
120 , 270303 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
121 , 270313 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
122 , 270323 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
123 , 270333 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
124 , 270343 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
125 , 270353 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
126 , 270363 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
127 , 270373 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
128 , 270383 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
129 , 270393 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
130 , 270403 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
131 , 270413 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
132 , 270423 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
133 , 270433 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
134 , 270443 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
135 , 270453 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
136 , 270463 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
137 , 270473 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
138 , 270483 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
139 , 270493 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
140 , 270503 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
141 , 270513 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
142 , 270523 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
143 , 270533 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
144 , 270543 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
145 , 270553 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
146 , 270563 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
147 , 270573 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
148 , 270583 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
149 , 270593 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
150 , 270603 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
151 , 270613 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
152 , 270623 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
153 , 270633 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
154 , 270643 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
155 , 270653 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
156 , 270663 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
157 , 270673 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
158 , 270683 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
159 , 270693 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
160 , 270703 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
161 , 270713 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
162 , 270723 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
163 , 270733 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
164 , 270743 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
165 , 270753 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
166 , 270763 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
167 , 270773 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
168 , 270783 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
169 , 270793 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
170 , 270803 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
171 , 270813 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
172 , 270823 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
173 , 270833 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
174 , 270843 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
175 , 270853 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
176 , 270863 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
177 , 270873 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
178 , 270883 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
179 , 270893 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
180 , 270903 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
181 , 270913 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
182 , 270923 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
183 , 270933 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
184 , 270943 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
185 , 270953 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
186 , 270963 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
187 , 270973 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
188 , 270983 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
189 , 270993 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
190 , 271003 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
191 , 271013 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
192 , 271023 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
193 , 271033 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
194 , 271043 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
195 , 271053 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
196 , 271063 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
197 , 271073 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
198 , 271083 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
199 , 271093 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
200 , 271103 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
201 , 271113 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
202 , 271123 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
203 , 271133 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
204 , 271143 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
205 , 271153 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
206 , 271163 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
207 , 271173 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
208 , 271183 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
209 , 271193 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
210 , 271203 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
211 , 271213 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
212 , 271223 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
213 , 271233 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
214 , 271243 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
215 , 271253 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
216 , 271263 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
217 , 271273 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
218 , 271283 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
219 , 271293 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
220 , 271303 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
221 , 271313 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
222 , 271323 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
223 , 271333 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
224 , 271343 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
225 , 271353 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
226 , 271363 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
227 , 271373 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
228 , 271383 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
229 , 271393 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
230 , 271403 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
231 , 271413 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
232 , 271423 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
233 , 271433 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
234 , 271443 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
235 , 271453 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
236 , 271463 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
237 , 271473 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
238 , 271483 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
239 , 271493 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
240 , 271503 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
241 , 271513 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
242 , 271523 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
243 , 271533 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
244 , 271543 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
245 , 271553 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
246 , 271563 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
247 , 271573 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
248 , 271583 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
249 , 271593 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
250 , 271603 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
251 , 271613 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
252 , 271623 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
253 , 271633 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
254 , 271643 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
255 , 271653 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
256 , 271663 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
257 , 271673 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
258 , 271683 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
259 , 271693 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
260 , 271703 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
261 , 271713 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
262 , 271723 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
263 , 271733 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
264 , 271743 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
265 , 271753 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
266 , 271763 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
267 , 271773 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
268 , 271786 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
269 , 271796 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
270 , 271806 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
271 , 271816 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
272 , 271826 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
273 , 271836 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
274 , 271846 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
275 , 271856 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
276 , 271866 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
277 , 271876 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
278 , 271886 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
279 , 271896 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
280 , 271906 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
281 , 271916 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
282 , 271926 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
283 , 271936 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
284 , 271946 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
285 , 271956 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
286 , 271967 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
287 , 271977 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
288 , 271987 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
289 , 271997 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
290 , 272007 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
291 , 272017 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
292 , 272027 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
293 , 272037 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
294 , 272047 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
295 , 272057 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
296 , 272067 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
297 , 272077 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
298 , 272087 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
299 , 272097 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
300 , 272107 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
301 , 272117 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
302 , 272127 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
303 , 272137 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
304 , 272147 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
305 , 272157 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
306 , 272167 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
307 , 272177 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
308 , 272187 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
309 , 272197 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
310 , 272207 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
311 , 272218 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
312 , 272228 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
313 , 272238 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
314 , 272248 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
315 , 272258 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
316 , 272268 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
317 , 272278 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
318 , 272288 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
319 , 272298 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
320 , 272308 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
321 , 272318 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
322 , 272328 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
323 , 272338 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
324 , 272348 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
325 , 272358 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
326 , 272368 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
327 , 272378 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
328 , 272388 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
329 , 272398 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
330 , 272408 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
331 , 272418 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
332 , 272428 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
333 , 272438 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
334 , 272448 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
335 , 272458 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
336 , 272468 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
337 , 272478 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
338 , 272488 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
339 , 272498 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
340 , 272508 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
341 , 272518 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
342 , 272528 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
343 , 272538 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
344 , 272548 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
345 , 272558 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
346 , 272568 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
347 , 272578 , 0      , 0      , 0      , 10     , 0      , 0      , 0      , 0      
348 , 272588 , -66    , -57    , 9      , 1      , 0      , 0      , 0      , 0      
349 , 272598 , 0      , 0      , 0      , 9      , 0      , 0      , 0      , 0      
